City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
516,Ambilobe,MG,61.88,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
518,Pauini,BR,84.13,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
519,Bautzen,DE,71.38,overcast clouds,51.1833,14.4333,Hotel Dom-Eck
520,Bacungan,PH,78.85,few clouds,9.9106,118.7022,Sumayang Property
521,Axim,GH,73.27,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
522,Tauramena,CO,72.84,overcast clouds,5.0183,-72.7492,"Hotel Palmarito - Hotel en Tauramena, Casanare"
523,Masuguru,TZ,70.72,broken clouds,-11.3667,38.4167,
524,Voi,KE,66.54,clear sky,-3.3945,38.563,Voi Wildlife Lodge
526,Port Said,EG,82.38,clear sky,31.2565,32.2841,Aracan Hotel
527,Ustyuzhna,RU,62.24,overcast clouds,58.8394,36.4321,Зеленая Жемчужина
529,Nabire,ID,75.42,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
530,Noumea,NC,73.99,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
532,Green River,US,78.19,overcast clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
533,Benghazi,LY,80.6,clear sky,32.1167,20.0667,Tibesti Hotel
535,Salar,ES,82.89,clear sky,37.1499,-4.0191,Cortijo de Tajar Hotel
536,Tessalit,ML,81.32,overcast clouds,20.1986,1.0114,
537,Ilo,PE,63.46,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
539,College,US,66.18,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
540,Rizhao,CN,80.55,clear sky,35.4275,119.4553,Novotel Rizhao Suning
541,Camana,PE,61.11,clear sky,-16.6228,-72.7111,Hostal Morales
543,Soyo,AO,68.9,few clouds,-6.1349,12.3689,Hospedaria ndozi'ame
545,Omboue,GA,72.48,overcast clouds,-1.5746,9.2618,Hotel Olako
546,San Quintin,MX,77.02,broken clouds,30.4833,-115.95,Don Eddie's / Hotel - Restaurant
547,Tshikapa,CD,84.13,overcast clouds,-6.4167,20.8,Tatem beach
548,Maun,BW,67.96,clear sky,-19.9833,23.4167,Enviro Villa
549,Pochutla,MX,88.83,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
550,Novikovo,RU,66.16,overcast clouds,51.1537,37.8879,
551,Saint Stephen,GB,66.47,broken clouds,50.3333,-4.9,4 stepaside corner
552,Lagunas,PE,81.21,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
553,Fez,MA,89.85,clear sky,34.0372,-4.9998,Hotel Mounia Fès
554,Kalabo,ZM,61.68,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
556,Alekseyevsk,RU,64.08,overcast clouds,57.8406,108.3492,
557,Urambo,TZ,73.92,overcast clouds,-5.0667,32.05,Fair Lodge
558,Bangui,CF,70.86,light rain,4.3612,18.555,SAM HOTEL
559,Dobrinka,RU,64.49,overcast clouds,52.1653,40.4731,Ковчег
560,Vadso,NO,61.68,clear sky,70.0744,29.7487,Scandic Vadsø
562,Taos,US,86.99,clear sky,36.4072,-105.5731,El Monte Sagrado
563,Port Moresby,PG,74.62,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
564,Pallisa,UG,62.24,scattered clouds,1.145,33.7094,YNM Hotel
565,Hegra,NO,60.71,clear sky,63.4644,11.114,Øfsti Between
567,Shar,KZ,64.22,clear sky,49.5886,81.0453,
568,Tooele,US,84.09,clear sky,40.5308,-112.2983,"Holiday Inn Express & Suites Tooele, an IHG Hotel"
569,Manzhouli,CN,69.21,broken clouds,49.6,117.4333,Angala International Youth Hostel
570,Takoradi,GH,72.72,clear sky,4.8845,-1.7554,Raybow International Hotel
573,Karacabey,TR,73.78,clear sky,40.2152,28.4038,Uludağ Üniversitesi Sadık Yılmaz Öğrenci Yurdu
576,Bukachacha,RU,62.49,light rain,52.9833,116.9167,
577,Saint-Francois,FR,71.04,clear sky,46.4154,3.9054,Manoir Du Bonheur
578,Rabaul,PG,80.83,scattered clouds,-4.1967,152.1721,Rabaul Hotel
579,Auki,SB,82.24,few clouds,-8.7676,160.7034,Auki Motel
580,Roald,NO,60.94,light rain,62.5833,6.1333,Flem Cabins
581,Machiques,VE,85.42,broken clouds,10.0644,-72.545,hotel el markes
582,Vostok,RU,71.78,broken clouds,46.4856,135.8833,
584,Chalan,CO,79.65,overcast clouds,9.5477,-75.3113,linda melisa
586,Hambantota,LK,77.34,broken clouds,6.1241,81.1185,Bungalow 63
589,Pacific Grove,US,84.54,clear sky,36.6177,-121.9166,Lovers Point Inn
590,Cruzeiro Do Oeste,BR,73.38,clear sky,-23.785,-53.0733,Hotel Malybu
591,Dabrowa Tarnowska,PL,66.43,overcast clouds,50.1746,20.9863,Hotel Cristal Park Dąbrowa Tarnowska
592,La Crosse,US,89.78,broken clouds,43.8014,-91.2396,Holiday Inn & Suites La Crosse - Downtown
593,Tura,IN,74.44,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
595,Liverpool,GB,70.29,broken clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
596,Dolzhanskaya,RU,76.44,clear sky,46.6311,37.8039,"Park-hotel ""Ryba-Kit"""
598,Santa Rosalia,MX,87.49,broken clouds,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
600,Boueni,YT,73.38,light rain,-12.9025,45.0761,The feet in water
601,Fairbanks,US,66.2,light intensity shower rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
602,Taicheng,CN,68.07,few clouds,38.731,113.228,五台山康旅酒店
603,Ocos,GT,89.78,clear sky,14.5094,-92.1933,Auto Hotel El Soñador
605,Kaniama,CD,72.39,broken clouds,-7.5667,24.1833,
606,Boyolangu,ID,72.54,overcast clouds,-8.1181,111.8935,Yos ega cv
607,Kamenka,RU,67.05,broken clouds,51.3223,42.7678,
608,Bolgar,RU,64.67,scattered clouds,54.95,49.0667,Dakar
609,Emborion,GR,68.36,clear sky,40.4833,21.55,Villa Kastanodasos
610,Malanje,AO,65.73,few clouds,-9.5402,16.341,Hotel Ginga
611,Arisvi,GR,74.82,clear sky,41.0667,25.5833,Basırlıköy Gençlik Odası
613,Cananeia,BR,65.07,clear sky,-25.0147,-47.9267,Pousada Ancoradouro
615,Magdagachi,RU,62.49,few clouds,53.45,125.8,Motopolyana Magdagachi
616,Pitimbu,BR,75.79,few clouds,-7.4706,-34.8086,Reserva do Abiaí
617,Roma,US,81.95,scattered clouds,43.2128,-75.4557,Wingate By Wyndham Rome
618,Chikmagalur,IN,67.35,heavy intensity rain,13.3167,75.7833,Gateway Chikmagalur - IHCL SeleQtions
619,Manokwari,ID,78.76,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
620,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
621,Velsk,RU,60.15,overcast clouds,61.0701,42.0983,Zhemchuzhina Severa
622,Navirai,BR,75.97,few clouds,-23.065,-54.1906,Dubai Hotel - Também sua casa!
623,Khandbari,NP,71.64,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
624,Padre Paraiso,BR,65.08,clear sky,-17.0742,-41.4844,Pousada Três Irmãos
625,Poretskoye,RU,60.85,overcast clouds,55.1974,46.3291,
627,Olga,RU,70.75,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
628,Atambua,ID,66.76,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
629,Nynashamn,SE,63.1,light rain,58.9034,17.9479,Nynäs Havsbad
633,Lukovetskiy,RU,64.29,overcast clouds,64.2956,41.9211,Provintsiya
635,Chapleau,CA,73.49,few clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
636,Kloulklubed,PW,75.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
639,Bac Lieu,VN,78.82,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
640,Srednekolymsk,RU,60.58,light rain,67.45,153.6833,
641,Constantine,DZ,72.81,few clouds,36.365,6.6147,Grand Hotel Cirta
642,Kasongo-Lunda,CD,79.54,broken clouds,-6.4667,16.8167,
643,Malakal,SS,70.11,overcast clouds,9.5334,31.6605,Nile Palace Hotel
644,San Policarpo,PH,80.38,overcast clouds,12.1791,125.5072,Agapita M. Nicart
645,Callaway,US,80.53,broken clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
646,Saint-Leu,RE,66.31,clear sky,-21.15,55.2833,La Caz Oceane
647,Lagoa,PT,74.28,clear sky,39.05,-27.9833,Casa Das Faias
648,Parral,MX,86.47,broken clouds,26.9333,-105.6667,HOTEL LOS ARCOS PARRAL
649,Quelimane,MZ,71.55,scattered clouds,-17.8786,36.8883,Hotel Flamingo
650,Sinop,TR,62.73,few clouds,41.7711,34.8709,
652,Shellbrook,CA,61.83,overcast clouds,53.2168,-106.4011,Shellbrook Hotel
654,Yen Bai,VN,76.23,broken clouds,21.7,104.8667,AK MOTEL
655,Isla Mujeres,MX,89.17,broken clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
656,Alice Springs,AU,69.35,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
657,Quatre Cocos,MU,68.11,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
659,Salinopolis,BR,80.51,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
660,Awjilah,LY,81.0,clear sky,29.1081,21.2869,المنزل
661,Oarai,JP,82.35,overcast clouds,36.3167,140.6,Oarai Hotel
663,Acarau,BR,78.71,scattered clouds,-2.8856,-40.12,castelo pizzaria
664,Neryungri,RU,62.19,scattered clouds,56.6709,124.6491,Pyat' Zvozd
666,Gamba,GA,69.91,broken clouds,-2.65,10.0,
670,Alta Floresta,BR,83.57,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
672,Yeppoon,AU,62.38,few clouds,-23.1333,150.7333,Villa Mar Colina
673,Tete,MZ,66.29,broken clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
